date,wind_speed,temperature,precipitation,runoff,snowmelt,sam,oni,iod,wind_std,runoff_std,whdi_1,whdi_3,whdi_6
1980-04-01,3.0358710487382434,8.560127119844593,88.99751476594415,13.565361443555576,21.20063124431832,-1.77,0.38,-0.095,-0.9316718142675744,1.808094288264202,0.570717938634107,2.3910917551010304,2.2321102796489836
1980-05-01,4.728964386728864,7.439132903137403,86.20262470234434,35.4419204705934,28.413461503140933,-0.51,0.48,-0.066,0.6744560001554007,2.888791630446722,2.320352801208444,2.062256227823625,2.7818643056035004
1980-06-01,4.6430776541434255,4.278663945650991,53.96839620630802,26.06200737333488,21.680171371779608,3.19,0.46,-0.382,0.1342193714636918,1.2038731284885815,0.8713530471121385,1.7978711857867176,2.6661423066804257
1980-07-01,3.825815329628687,3.4760642860032767,60.43173791827364,20.943413539163963,20.12935685633426,-1.68,0.25,-0.661,-0.2997805602815314,0.7110559737604465,0.2678186184811136,1.6529051607393046,2.5462065040660464
1980-08-01,5.330571036041249,6.420502423586634,57.09322072575447,25.860176976380675,29.30687349810485,-1.68,0.03,-0.822,1.4454458553233918,1.43511439017937,1.8757933008356644,1.4401413168536394,2.2042946039376066
1980-09-01,4.273905015985633,9.301313211534383,24.379973780473644,21.607188270980348,20.89190376445472,-2.56,-0.07,-0.745,0.5983879396409453,0.8179565227896651,0.9223099771826946,1.4645290361698016,2.0527841978952748
1980-10-01,3.6278715708336606,11.937020304291591,17.072477249650923,25.923170896362528,23.327117341138948,0.45,0.02,-0.657,-0.40696656172972473,0.24721597770881495,-0.10402805349370714,1.2865651703675554,1.8489184283476356
1980-11-01,5.041666593497244,14.044222013664514,41.28077723306762,26.53528916122775,21.925127905866194,-2.09,0.11,-0.417,0.5458968302902684,0.8861069479418539,0.932507173968287,0.8351133802966366,1.42959883236396
1980-12-01,4.88964599287343,17.395713918650298,35.542151354977975,18.87638455668496,9.180621888499669,-0.1,-0.01,-0.483,0.22049440534386988,1.7105636760038085,1.2574865664315695,0.9955271369462604,1.546264078223297
1981-01-01,3.970629649904677,18.001665185674867,57.19981092802058,9.925060860652902,1.0621692831059295,0.84,-0.26,-0.201,-0.38114727970474555,2.522129399924144,1.3941870941899155,1.7125650441816254,1.886581736680879
1981-02-01,5.057663123279291,18.59770616646184,22.117232274248646,4.665023225378684,0.0180291307591877,1.76,-0.5,-0.024,1.5160132013701098,0.6669952588849393,1.421554245153202,1.9466204059927619,1.7493392843718676
1981-03-01,2.615859858347706,15.218959894897518,38.28530065996416,4.459445736764037,0.3027057642093891,-2.47,-0.47,0.027,-0.9420850497566102,0.13142449741736728,-0.5278944037722378,1.0921464431096155,1.3111787979458422
1981-04-01,2.170877402986892,11.236286234114322,50.12148035518917,5.25810930009149,0.4543468496064874,-3.52,-0.37,0.092,-1.834757917554987,-0.39172011497684167,-1.4498612151581787,-0.2690001525339835,0.9045527247471942
1981-05-01,5.350742326597185,7.745784687442566,108.98746428402532,39.92189004949661,32.95532355216479,0.88,-0.26,-0.018,1.2947066186839589,3.473982919656911,3.1053250504829077,0.5368437186778754,1.5610415274233433
1981-06-01,4.075699981233226,4.636467414870231,57.139476927010975,21.59710912196274,22.93014347222979,0.38,-0.29,-0.24,-0.4171933450371615,0.5084422216063088,0.05942039630811913,0.8179294998415999,1.1990613384473663
1981-07-01,4.179015709720179,4.44786947217053,42.34564951724555,21.281936836870177,17.994978720821756,-1.43,-0.3,-0.56,0.03663966302350381,0.7673919574841424,0.5235777067197048,1.762407011491311,0.9360179786901556
